,name,price,pixel,min_iso,max_iso,continuous_shooting_performance,shutter_speed,monitor_size,monitor_pixel,max_num_of_shooting,four_k,wifi,touch_panel,move_panel,weight,width,height,depth,frame_id,maker_id,finder_id,f_value,max_num_of_shooting_with_finder,bluetooth,zoom,min_focus,max_focus,selfie,waterproof,gps,nearest_shot,anti_shake,five_axis_anti_shake,nearest_shot_with_macro_mode,f_value_wide,super_wide,open_year,open_month,camera_type_id
122,HIGH SPEED EXILIM EX-ZR1000,28000,1610,80,2560,30.0,1/4〜1/2000 秒,3.0,46.0,470 ,False,False,False,チルト液晶,255.0,107.5,61.5,36.7,6.0,9,2,3,,　,12,24,300,True,　,False,5.0,CMOSシフト方式,,1.0,5.9,False,2012,11,1
123,サイバーショット DSC-QX100,56800,2020,160,25600,,1〜1/2000 秒,,,220 ,False,True,False,,179.0,62.5,62.5,55.5,5.0,1,2,1.8,,　,4,28,100,False,　,False,5.0,光学式,,,4.9,False,2013,10,1
124,サイバーショット DSC-RX10,98200,2020,125,2560,10.0,1〜1/3200 秒,3.0,122.9,420 ,False,True,False,チルト液晶,813.0,129.0,88.1,102.2,5.0,1,4,2.8,,　,8,26,220,False,　,False,3.0,光学式,,,2.8,False,2013,11,1
125,EXILIM EX-FR200CA,43056,1195,,,,　,,,　,False,True,False,,100.0,60.9,60.9,40.7,6.0,9,2,2.8,,○,,13,13,False,1.5 m,False,,　,,,2.8,False,2016,9,1
126,GH-TCAM30PG,2354,,,,,　,,,311 ,False,False,False,,24.0,60.0,43.0,30.0,11.0,16,2,　,,　,,,,False,　,False,100.0,　,,,　,False,2011,8,1
127,HIGH SPEED EXILIM EX-ZR1100,30000,1610,80,2560,30.0,1/4〜1/2000 秒,3.0,92.1,470 ,False,False,False,チルト液晶,256.0,107.5,61.5,36.7,6.0,9,2,3,,　,12,24,300,True,　,False,5.0,CMOSシフト方式,,1.0,5.9,False,2013,9,1
128,t1235,15984,,,,,　,,,　,False,False,False,,,,,,14.0,19,2,　,,　,,,,False,　,False,,　,,,　,False,2010,3,1
129,TLC200,16780,,,,,　,,,　,False,False,False,,120.0,64.0,106.0,46.0,14.0,15,2,2.8,,　,,36,36,False,　,False,75.0,　,,,2.8,False,2015,2,1
130,サイバーショット DSC-QX10,26000,1820,100,12800,,1〜1/1600 秒,,,220 ,False,True,False,,105.0,62.4,61.8,33.3,6.0,1,2,3.3,,　,10,25,250,False,　,False,5.0,光学式,,,5.9,False,2013,10,1
131,BCC100,30780,,,,,　,,,　,False,False,False,,120.0,64.0,106.0,46.0,14.0,15,2,1.2,,　,,18,18,False,　,False,30.0,　,,,1.2,False,,,1
132,COOLPIX S3500,21932,2005,80,320,1.1,1〜1/2000 秒,2.7,23.0,220 ,False,False,False,,129.0,96.8,57.8,20.5,6.0,3,2,3.4,,　,7,26,182,False,　,False,50.0,レンズシフト方式,,5.0,6.4,False,2013,3,1
133,DSC Pieni Cheese,3080,131,1,0,,1/100 秒,,,　,False,False,False,,16.0,46.0,30.0,24.0,10.0,10,23,2.8,,　,,,,False,　,False,30.0,　,,,2.8,False,2017,12,1
134,Gear 360(2017) SM-R210NZWAXJP,32269,,,,,　,,,　,True,True,False,,130.0,46.3,100.6,45.1,12.0,18,2,2.2,,　,,,,False,　,False,,　,,,2.2,True,2017,6,1
135,HIGH SPEED EXILIM EX-ZR1750,31440,1610,80,2560,30.0,1/4〜1/2000 秒,3.0,92.1,455 ,False,True,False,チルト液晶,242.0,108.3,61.5,33.6,6.0,9,2,3.5,,○,18,25,450,True,　,False,4.0,レンズシフト方式,,4.0,5.9,False,2016,2,1
136,i.mega HDC-1471,18360,1400,100,3200,,1〜1/2000 秒,3.0,46.0,180 ,False,False,False,,134.0,97.5,57.0,19.7,6.0,17,2,3,,　,7,28,196,False,　,False,60.0,イメージセンサーシフト方式,,20.0,5.9,False,,,1
137,PowerShot SX610 HS,24800,2020,80,3200,7.2,1〜1/2000 秒,3.0,92.2,270 ,False,True,False,,191.0,105.3,61.0,26.7,6.0,4,2,3.8,,　,18,25,450,False,　,False,5.0,光学式,,5.0,6.9,False,2015,2,1
138,SIGMA dp1 Quattro LCDビューファインダーキット,95870,2900,100,6400,4.5,30〜1/2000 秒,3.0,92.0,200 ,False,False,False,,425.0,161.4,67.0,87.1,3.0,13,25,2.8,,　,,28,28,False,　,False,20.0,　,,,2.8,False,2016,3,1
139,SIGMA dp2 Quattro LCDビューファインダーキット,94990,2900,100,6400,4.5,30〜1/2000 秒,3.0,92.0,200 ,False,False,False,,410.0,161.4,67.0,81.6,3.0,13,25,2.8,,　,,45,45,False,　,False,28.0,　,,,2.8,False,2016,3,1
140,SIGMA dp3 Quattro LCDビューファインダーキット,93220,2900,100,6400,4.5,30〜1/2000 秒,3.0,92.0,200 ,False,False,False,,465.0,161.4,67.0,101.8,3.0,13,25,2.8,,　,,75,75,False,　,False,6.0,　,,,2.8,False,2016,3,1
141,TLC120,36293,,,,,　,,,　,False,True,False,,101.0,60.0,60.0,33.5,14.0,15,2,2,,○,,19,19,False,　,False,40.0,　,,,2,False,,,1
142,EOS Kiss M ダブルズームキット,82016,2410,,5120,10.0,1/4000〜30 秒,3.0,104.0,235,True,True,True,バリアングル液晶,354.0,116.3,88.1,58.7,3.0,4,26,,235,Bluetooth 4.1,,,,True,　,False,,　,False,,,False,2018,3,2
143,α7 III ILCE-7M3 ボディ,219800,2420,,20480,10.0,1/8000〜30 秒,3.0,92.1,710,True,True,True,チルト可動式液晶,565.0,126.9,95.6,73.7,2.0,1,27,,610,Bluetooth 4.1,,,,False,○,False,,○,True,,,False,2018,3,2
144,LUMIX DC-GF9W ダブルレンズキット,51751,1600,,10,10.0,1/16000〜60 秒,3.0,104.0,210,True,True,True,チルト式,239.0,106.5,64.6,33.3,4.0,6,2,,,　,,,,True,　,False,,　,False,,,False,2017,1,2
145,LUMIX DC-G9 ボディ,130489,2033,,10,60.0,1/32000〜60 秒,3.0,104.0,380,True,True,True,フリーアングル,586.0,136.9,97.3,91.6,4.0,6,29,,360,Bluetooth 4.2,,,,True,○,False,,○,True,,,False,2018,1,2
146,EOS R ボディ,230850,3030,,10240,8.0,1/8000〜30 秒,,,370,True,True,True,バリアングル液晶,580.0,135.8,98.3,84.4,2.0,4,28,,350,Bluetooth 4.1,,,,True,○,False,,　,False,,,False,2018,10,2
147,α6000 ILCE-6000Y ダブルズームレンズキット,69818,2430,,,11.0,1/4000〜30 秒,3.0,92.1,360,False,True,False,チルト可動式液晶,285.0,120.0,66.9,45.1,3.0,1,31,,310,　,,,,False,　,False,,　,False,,,False,2014,3,2
148,LUMIX DC-G9L 標準ズームライカDGレンズキット,193338,2033,,10,60.0,1/32000〜60 秒,3.0,104.0,380,True,True,True,フリーアングル,586.0,136.9,97.3,91.6,4.0,6,29,,360,Bluetooth 4.2,,,,True,○,False,,○,True,,,False,2018,1,2
149,FUJIFILM X-T3 ボディ,175374,2610,,5120,30.0,1/32000〜900 秒,3.0,104.0,390,True,True,True,チルト式液晶,489.0,132.5,92.8,58.8,3.0,2,30,,370,Bluetooth 4.2,,,,False,○,False,,　,False,,,False,2018,9,2
150,α7 III ILCE-7M3K ズームレンズキット,242784,2420,,20480,10.0,1/8000〜30 秒,3.0,92.1,710,True,True,True,チルト可動式液晶,565.0,126.9,95.6,73.7,2.0,1,27,,610,Bluetooth 4.1,,,,False,○,False,,○,True,,,False,2018,3,2
151,α7R III ILCE-7RM3 ボディ,294774,4240,,10240,10.0,1/8000〜30 秒,3.0,144.0,650,True,True,True,チルト可動式液晶,572.0,126.9,95.6,73.7,2.0,1,32,,530,　,,,,False,○,False,,○,True,,,False,2017,11,2
152,OM-D E-M10 Mark II EZダブルズームキット,58800,1605,,2560,8.5,1/16000〜60 秒,3.0,104.0,320,False,True,True,可動式液晶,351.0,119.5,83.1,46.7,4.0,5,33,,,　,,,,False,　,False,,○,True,,,False,2015,9,2
153,α7 II ILCE-7M2K ズームレンズキット,123564,2430,,5120,5.0,1/8000〜30 秒,3.0,122.8,350,False,True,False,チルト可動式液晶,556.0,126.9,95.7,59.7,2.0,1,27,,270,　,,,,False,○,False,,○,True,,,False,2015,3,2
154,EOS Kiss M ボディ,57380,2410,,5120,10.0,1/4000〜30 秒,3.0,104.0,235,True,True,True,バリアングル液晶,354.0,116.3,88.1,58.7,3.0,4,26,,235,Bluetooth 4.1,,,,True,　,False,,　,False,,,False,2018,3,2
155,EOS Kiss M ダブルレンズキット,80280,2410,,5120,10.0,1/4000〜30 秒,3.0,104.0,235,True,True,True,バリアングル液晶,354.0,116.3,88.1,58.7,3.0,4,26,,235,Bluetooth 4.1,,,,True,　,False,,　,False,,,False,2018,3,2
156,LUMIX DMC-G8M 標準ズームレンズキット,81800,1600,,10,40.0,1/16000～60 秒,3.0,104.0,330,True,True,True,フリーアングル,453.0,128.4,89.0,74.3,4.0,6,29,,320,　,,,,True,○,False,,○,True,,,False,2016,10,2
157,OM-D E-M10 Mark III EZダブルズームキット,73970,1605,,2560,8.6,1/16000〜60 秒,3.0,104.0,330,True,True,True,可動式液晶,362.0,121.5,83.6,49.5,4.0,5,33,,,　,,,,False,　,False,,○,True,,,False,2017,9,2
158,FUJIFILM X-T100 ダブルズームレンズキット,73097,2424,,5120,6.0,1/32000〜30 秒,3.0,104.0,430,True,True,True,チルト式液晶,399.0,121.0,83.0,47.4,3.0,2,30,,,Bluetooth 4.1,,,,True,　,False,,　,False,,,False,2018,6,2
159,LUMIX DMC-GX7MK2K 標準ズームレンズキット,44799,1600,,10,40.0,1/16000〜60 秒,3.0,104.0,290,True,True,True,チルト式,383.0,122.0,70.6,43.9,4.0,6,34,,270,　,,,,False,　,False,,○,True,,,False,2016,5,2
160,FUJIFILM X-H1 ボディ,194800,2430,,5120,14.0,1/32000〜900 秒,3.0,104.0,310,True,True,True,チルト式液晶,623.0,139.8,97.3,85.5,3.0,2,30,,,Bluetooth 4.0,,,,False,○,False,,○,True,,,False,2018,3,2
161,α6500 ILCE-6500 ボディ,105379,2420,,5120,11.0,1/4000〜30 秒,3.0,92.1,350,True,True,True,チルト可動式液晶,410.0,120.0,66.9,53.3,3.0,1,27,,310,Bluetooth 4.1,,,,False,○,False,,○,True,,,False,2016,12,2
162,FUJIFILM X-T2 ボディ,108894,2430,,5120,14.0,1/32000〜30 秒,3.0,104.0,340,True,True,False,チルト式液晶,457.0,132.5,91.8,49.2,3.0,2,30,,330,　,,,,False,○,False,,　,False,,,False,2016,9,2
163,α7 II ILCE-7M2 ボディ,110741,2430,,5120,5.0,1/8000〜30 秒,3.0,122.8,350,False,True,False,チルト可動式液晶,556.0,126.9,95.7,59.7,2.0,1,27,,270,　,,,,False,○,False,,○,True,,,False,2014,12,2
164,FUJIFILM X-T20 レンズキット,100262,2430,,5120,14.0,1/32000〜30 秒,3.0,104.0,350,True,True,True,チルト式液晶,333.0,118.4,82.8,41.4,3.0,2,30,,,　,,,,False,　,False,,　,False,,,False,2017,2,2
165,α6000 ILCE-6000L パワーズームレンズキット,55000,2430,,,11.0,1/4000〜30 秒,3.0,92.1,360,False,True,False,チルト可動式液晶,285.0,120.0,66.9,45.1,3.0,1,31,,310,　,,,,False,　,False,,　,False,,,False,2014,3,2
166,Z 7 ボディ,393650,4575,,102400,5.5,1/8000〜30 秒,3.2,210.0,400,True,True,True,チルト式液晶,585.0,134.0,100.5,67.5,2.0,3,36,,330,Bluetooth 4.2,,,,False,○,False,,○,True,,,False,2018,9,2
167,OLYMPUS PEN E-PL8 EZダブルズームキット,56285,1605,,2560,8.5,1/4000〜60 秒,3.0,104.0,350,False,True,True,可動式液晶,326.0,117.1,68.3,38.4,4.0,5,2,,,　,,,,True,　,False,,○,False,,,False,2016,11,2
168,α6300 ILCE-6300L パワーズームレンズキット,79317,2420,,5120,11.0,1/4000〜30 秒,3.0,92.1,400,True,True,False,チルト可動式液晶,361.0,120.0,66.9,48.8,3.0,1,27,,350,　,,,,False,○,False,,　,False,,,False,2016,3,2
169,FUJIFILM X-Pro2 ボディ,134571,2430,,5120,8.0,1/32000〜30 秒,3.0,162.0,280,False,True,False,　,445.0,140.5,82.8,45.9,3.0,2,35,,250,　,,,,False,○,False,,　,False,,,False,2016,3,2
170,OLYMPUS PEN E-PL9 EZダブルズームキット,68099,1605,,2560,14.1,1/16000〜60 秒,3.0,104.0,350,True,True,True,可動式液晶,332.0,117.1,68.0,39.0,4.0,5,2,,,Bluetooth 4.0,,,,True,　,False,,○,False,,,False,2018,3,2
171,α7R II ILCE-7RM2 ボディ,195800,4240,,10240,5.0,1/8000〜30 秒,3.0,122.8,340,True,True,False,チルト可動式液晶,582.0,126.9,95.7,60.3,2.0,1,27,,290,　,,,,False,○,False,,○,True,,,False,2015,8,2
172,α9 ILCE-9 ボディ,352146,2420,,20480,20.0,1/32000〜30 秒,3.0,144.0,650,True,True,True,チルト可動式液晶,588.0,126.9,95.6,63.0,2.0,1,32,,480,Bluetooth 4.1,,,,False,○,False,,○,True,,,False,2017,5,2
173,EOS M100 ダブルズームキット,58580,2420,,,6.1,1/4000〜30 秒,3.0,104.0,295,False,True,True,チルト式液晶,266.0,108.2,67.1,35.1,3.0,4,2,,,Bluetooth 4.1,,,,True,　,False,,　,False,,,False,2017,10,2
174,EOS Kiss M EF-M15-45 IS STM レンズキット,69799,2410,,5120,10.0,1/4000〜30 秒,3.0,104.0,235,True,True,True,バリアングル液晶,354.0,116.3,88.1,58.7,3.0,4,26,,235,Bluetooth 4.1,,,,True,　,False,,　,False,,,False,2018,3,2
175,α5100 ILCE-5100L パワーズームレンズキット,54000,2430,,,6.0,1/4000〜30 秒,3.0,92.1,400,False,True,True,チルト可動式液晶,224.0,109.6,62.8,35.7,3.0,1,2,,,　,,,,True,　,False,,　,False,,,False,2014,9,2
176,EOS Kiss M EF-M18-150 IS STM レンズキット,92920,2410,,5120,10.0,1/4000〜30 秒,3.0,104.0,235,True,True,True,バリアングル液晶,354.0,116.3,88.1,58.7,3.0,4,26,,235,Bluetooth 4.1,,,,True,　,False,,　,False,,,False,2018,3,2
177,LUMIX DC-GX7MK3 ボディ,83520,2030,,10,9.0,1/16000〜60 秒,3.0,124.0,260,True,True,True,チルト式,407.0,124.0,72.1,46.8,4.0,6,34,,250,Bluetooth 4.2,,,,False,　,False,,○,True,,,False,2018,3,2
178,LUMIX DC-GX7MK3K 標準ズームレンズキット,94273,2030,,10,9.0,1/16000〜60 秒,3.0,124.0,260,True,True,True,チルト式,407.0,124.0,72.1,46.8,4.0,6,34,,250,Bluetooth 4.2,,,,False,　,False,,○,True,,,False,2018,3,2
179,α6300 ILCE-6300 ボディ,71109,2420,,5120,11.0,1/4000〜30 秒,3.0,92.1,400,True,True,False,チルト可動式液晶,361.0,120.0,66.9,48.8,3.0,1,27,,350,　,,,,False,○,False,,　,False,,,False,2016,3,2
180,FUJIFILM X-E3 レンズキット,105968,2430,,5120,14.0,1/32000〜900 秒,3.0,104.0,350,True,True,True,　,287.0,121.3,73.9,42.7,3.0,2,30,,350,Bluetooth 4.0,,,,False,　,False,,　,False,,,False,2017,9,2
181,EOS M100 ダブルレンズキット,55800,2420,,,6.1,1/4000〜30 秒,3.0,104.0,295,False,True,True,チルト式液晶,266.0,108.2,67.1,35.1,3.0,4,2,,,Bluetooth 4.1,,,,True,　,False,,　,False,,,False,2017,10,2
182,LUMIX DMC-GX7MK2WK ダブルズームキット,58680,1600,,10,40.0,1/16000〜60 秒,3.0,104.0,290,True,True,True,チルト式,383.0,122.0,70.6,43.9,4.0,6,34,,270,　,,,,False,　,False,,○,True,,,False,2018,4,2
183,OM-D E-M1 Mark II 12-40mm F2.8 PROキット,201510,2037,,2560,60.0,1/32000〜60 秒,3.0,104.0,440,True,True,True,2軸可動式液晶,498.0,134.1,90.9,68.9,4.0,5,37,,,　,,,,True,○,False,,○,True,,,False,2018,6,2
184,OLYMPUS OM-D E-M5 Mark II 14-150mm II レンズキット,91030,1605,,2560,10.0,1/8000〜60 秒,3.0,104.0,310,False,True,True,バリアングル液晶,417.0,123.7,85.0,44.5,4.0,5,37,,,　,,,,True,○,False,,○,True,,,False,2015,2,2
185,FUJIFILM X-A5 レンズキット,51186,2424,,5120,6.0,1/32000〜30 秒,3.0,104.0,450,True,True,True,チルト式液晶,311.0,116.9,66.7,40.4,3.0,2,2,,,Bluetooth 4.1,,,,True,　,False,,　,False,,,False,2018,2,2
186,FUJIFILM X-T2 レンズキット,143799,2430,,5120,14.0,1/32000〜30 秒,3.0,104.0,340,True,True,False,チルト式液晶,457.0,132.5,91.8,49.2,3.0,2,30,,330,　,,,,False,○,False,,　,False,,,False,2016,9,2
187,OM-D E-M1 Mark II ボディ,171800,2037,,2560,60.0,1/32000～60 秒,3.0,104.0,440,True,True,True,2軸可動式液晶,498.0,134.1,90.9,68.9,4.0,5,37,,,　,,,,True,○,False,,○,True,,,False,2016,12,2
188,OLYMPUS OM-D E-M5 Mark II 12-40mm F2.8 レンズキット,115799,1605,,2560,10.0,1/8000〜60 秒,3.0,104.0,310,False,True,True,バリアングル液晶,417.0,123.7,85.0,44.5,4.0,5,37,,,　,,,,True,○,False,,○,True,,,False,2016,7,2
189,Z 7 24-70+FTZ マウントアダプターキット,481140,4575,,102400,5.5,1/8000〜30 秒,3.2,210.0,400,True,True,True,チルト式液晶,585.0,134.0,100.5,67.5,2.0,3,36,,330,Bluetooth 4.2,,,,False,○,False,,○,True,,,False,2018,9,2
190,EOS M100 EF-M15-45 IS STM レンズキット,50800,2420,,,6.1,1/4000〜30 秒,3.0,104.0,295,False,True,True,チルト式液晶,266.0,108.2,67.1,35.1,3.0,4,2,,,Bluetooth 4.1,,,,True,　,False,,　,False,,,False,2017,10,2
191,LUMIX DC-GX7MK3L 単焦点ライカDGレンズキット,110962,2030,,10,9.0,1/16000〜60 秒,3.0,124.0,260,True,True,True,チルト式,407.0,124.0,72.1,46.8,4.0,6,34,,250,Bluetooth 4.2,,,,False,　,False,,○,True,,,False,2018,3,2
192,α6500 ILCE-6500M 高倍率ズームレンズキット,143448,2420,,5120,11.0,1/4000〜30 秒,3.0,92.1,350,True,True,True,チルト可動式液晶,410.0,120.0,66.9,53.3,3.0,1,27,,310,Bluetooth 4.1,,,,False,○,False,,○,True,,,False,2018,4,2
193,FUJIFILM X-T20 ボディ,71512,2430,,5120,14.0,1/32000〜30 秒,3.0,104.0,350,True,True,True,チルト式液晶,333.0,118.4,82.8,41.4,3.0,2,30,,,　,,,,False,　,False,,　,False,,,False,2017,2,2
194,LUMIX DC-GF10W ダブルレンズキット,68691,1600,,10,10.0,1/16000〜60 秒,3.0,104.0,210,True,True,True,チルト式,240.0,106.5,64.6,33.3,4.0,6,2,,,　,,,,True,　,False,,　,False,,,False,2018,2,2
195,LUMIX DC-GH5 ボディ,179575,2033,,10,12.0,1/16000〜60 秒,3.2,162.0,410,True,True,True,フリーアングル,645.0,138.5,98.1,87.4,4.0,6,29,,400,Bluetooth 4.2,,,,True,○,False,,○,True,,,False,2017,3,2
196,Z 6 ボディ,245430,2450,,204800,5.5,1/8000〜30 秒,3.2,210.0,380,True,True,True,チルト式液晶,585.0,134.0,100.5,67.5,2.0,3,36,,310,Bluetooth 4.2,,,,False,○,False,,○,True,,,False,2018,11,2
197,FUJIFILM X-E3 ボディ,74679,2430,,5120,14.0,1/32000〜900 秒,3.0,104.0,350,True,True,True,　,287.0,121.3,73.9,42.7,3.0,2,30,,350,Bluetooth 4.0,,,,False,　,False,,　,False,,,False,2017,9,2
198,FUJIFILM X-T3 レンズキット,224780,2610,,5120,30.0,1/32000〜900 秒,3.0,104.0,390,True,True,True,チルト式液晶,489.0,132.5,92.8,58.8,3.0,2,30,,370,Bluetooth 4.2,,,,False,○,False,,　,False,,,False,2018,9,2
199,OLYMPUS PEN E-PL9 14-42mm EZレンズキット,66211,1605,,2560,14.1,1/16000〜60 秒,3.0,104.0,350,True,True,True,可動式液晶,332.0,117.1,68.0,39.0,4.0,5,2,,,Bluetooth 4.0,,,,True,　,False,,○,False,,,False,2018,3,2
200,OLYMPUS PEN-F ボディ,107703,2030,,2560,10.0,1/16000〜60 秒,3.0,104.0,330,False,True,True,バリアングル液晶,373.0,124.8,72.1,37.3,4.0,5,33,,,　,,,,True,　,False,,○,True,,,False,2016,2,2
201,α6300 ILCE-6300M 高倍率ズームレンズキット,107785,2420,,5120,11.0,1/4000〜30 秒,3.0,92.1,400,True,True,False,チルト可動式液晶,361.0,120.0,66.9,48.8,3.0,1,27,,350,　,,,,False,○,False,,　,False,,,False,2018,4,2
202,EOS M6 ダブルズームキット,67907,2420,,,9.0,1/4000〜30 秒,3.0,104.0,295,False,True,True,チルト式液晶,343.0,112.0,68.0,44.5,3.0,4,2,,,Bluetooth 4.1,,,,True,　,False,,　,False,,,False,2017,4,2
203,Z 6 24-70+FTZ マウントアダプターキット,332910,2450,,204800,5.5,1/8000〜30 秒,3.2,210.0,380,True,True,True,チルト式液晶,585.0,134.0,100.5,67.5,2.0,3,36,,310,Bluetooth 4.2,,,,False,○,False,,○,True,,,False,2018,11,2
204,α5100 ILCE-5100Y ダブルズームレンズキット,66800,2430,,,6.0,1/4000〜30 秒,3.0,92.1,400,False,True,True,チルト可動式液晶,224.0,109.6,62.8,35.7,3.0,1,2,,,　,,,,True,　,False,,　,False,,,False,2014,9,2
205,OLYMPUS PEN E-PL8 14-42mm EZレンズキット,50380,1605,,2560,8.5,1/4000〜60 秒,3.0,104.0,350,False,True,True,可動式液晶,326.0,117.1,68.3,38.4,4.0,5,2,,,　,,,,True,　,False,,○,False,,,False,2016,11,2
206,OLYMPUS PEN E-PL9 ボディ,58980,1605,,2560,14.1,1/16000〜60 秒,3.0,104.0,350,True,True,True,可動式液晶,332.0,117.1,68.0,39.0,4.0,5,2,,,Bluetooth 4.0,,,,True,　,False,,○,False,,,False,2018,3,2
207,α6000 ILCE-6000 ボディ,47161,2430,,,11.0,1/4000〜30 秒,3.0,92.1,360,False,True,False,チルト可動式液晶,285.0,120.0,66.9,45.1,3.0,1,31,,310,　,,,,False,　,False,,　,False,,,False,2014,3,2
208,OLYMPUS PEN-F 12mm F2.0レンズキット,142685,2030,,2560,10.0,1/16000〜60 秒,3.0,104.0,330,False,True,True,バリアングル液晶,373.0,124.8,72.1,37.3,4.0,5,33,,,　,,,,True,　,False,,○,True,,,False,2016,2,2
209,FUJIFILM X-T100 レンズキット,67879,2424,,5120,6.0,1/32000〜30 秒,3.0,104.0,430,True,True,True,チルト式液晶,399.0,121.0,83.0,47.4,3.0,2,30,,,Bluetooth 4.1,,,,True,　,False,,　,False,,,False,2018,6,2
210,EOS M5 EF-M18-150 IS STM レンズキット,97800,2420,,,9.0,1/4000〜30 秒,3.2,162.0,295,False,True,True,チルト式液晶,380.0,115.6,89.2,60.6,3.0,4,26,,295,Bluetooth 4.1,,,,True,　,False,,　,False,,,False,2016,11,2
211,OM-D E-M10 Mark III ボディ,63791,1605,,2560,8.6,1/16000〜60 秒,3.0,104.0,330,True,True,True,可動式液晶,362.0,121.5,83.6,49.5,4.0,5,33,,,　,,,,False,　,False,,○,True,,,False,2017,9,2
212,LUMIX DMC-G8 ボディ,76465,1600,,10,40.0,1/16000～60 秒,3.0,104.0,330,True,True,True,フリーアングル,453.0,128.4,89.0,74.3,4.0,6,29,,320,　,,,,True,○,False,,○,True,,,False,2016,10,2
213,LUMIX DC-GH5S ボディ,248800,1028,,20480,12.0,1/16000〜60 秒,3.2,162.0,440,True,True,True,フリーアングル,580.0,138.5,98.1,87.4,4.0,6,29,,410,Bluetooth 4.2,,,,True,○,False,,　,False,,,False,2018,1,2
214,FUJIFILM X-T100 ボディ,51590,2424,,5120,6.0,1/32000〜30 秒,3.0,104.0,430,True,True,True,チルト式液晶,399.0,121.0,83.0,47.4,3.0,2,30,,,Bluetooth 4.1,,,,True,　,False,,　,False,,,False,2018,6,2
215,OLYMPUS OM-D E-M5 Mark II ボディ,69307,1605,,2560,10.0,1/8000〜60 秒,3.0,104.0,310,False,True,True,バリアングル液晶,417.0,123.7,85.0,44.5,4.0,5,37,,,　,,,,True,○,False,,○,True,,,False,2015,2,2
216,EOS M100 ボディ,39776,2420,,,6.1,1/4000〜30 秒,3.0,104.0,295,False,True,True,チルト式液晶,266.0,108.2,67.1,35.1,3.0,4,2,,,Bluetooth 4.1,,,,True,　,False,,　,False,,,False,2017,10,2
217,Nikon 1 J5 標準パワーズームレンズキット,42000,2081,,,60.0,1/16000〜30 秒,3.0,104.0,250,True,True,True,チルト式液晶,231.0,98.3,59.7,31.5,5.0,3,2,,,　,,,,True,　,False,,　,False,,,False,2015,4,2
218,LUMIX DMC-GX8 ボディ,71064,2030,,10,40.0,1/16000〜60 秒,3.0,104.0,330,True,True,True,フリーアングル,435.0,133.2,77.9,63.1,4.0,6,29,,310,　,,,,False,○,False,,○,False,,,False,2015,8,2
219,α7R ILCE-7R ボディ,88172,3640,,5120,4.0,1/8000〜30 秒,3.0,92.1,340,False,True,False,チルト可動式液晶,407.0,126.9,94.4,48.2,2.0,1,27,,270,　,,,,False,○,False,,　,False,,,False,2013,11,2
220,α7S II ILCE-7SM2 ボディ,226739,1220,,40960,5.0,1/8000〜30 秒,3.0,122.8,370,True,True,False,チルト可動式液晶,584.0,126.9,95.7,60.3,2.0,1,27,,310,　,,,,False,○,False,,○,True,,,False,2015,10,2
221,FUJIFILM X-T2 Graphite Silver Edition,163350,2430,,5120,14.0,1/32000〜30 秒,3.0,104.0,340,True,True,False,チルト式液晶,457.0,132.5,91.8,49.2,3.0,2,30,,330,　,,,,False,○,False,,　,False,,,False,2017,2,2
222,OM-D E-M10 Mark II 14-42mm EZレンズキット,59000,1605,,2560,8.5,1/16000〜60 秒,3.0,104.0,320,False,True,True,可動式液晶,351.0,119.5,83.1,46.7,4.0,5,33,,,　,,,,False,　,False,,○,True,,,False,2015,9,2
223,FUJIFILM X-E3 単焦点レンズキット,110590,2430,,5120,14.0,1/32000〜900 秒,3.0,104.0,350,True,True,True,　,287.0,121.3,73.9,42.7,3.0,2,30,,350,Bluetooth 4.0,,,,False,　,False,,　,False,,,False,2017,11,2
224,Z 7 24-70 レンズキット,461700,4575,,102400,5.5,1/8000〜30 秒,3.2,210.0,400,True,True,True,チルト式液晶,585.0,134.0,100.5,67.5,2.0,3,36,,330,Bluetooth 4.2,,,,False,○,False,,○,True,,,False,2018,9,2
225,Z 7 FTZ マウントアダプターキット,413100,4575,,102400,5.5,1/8000〜30 秒,3.2,210.0,400,True,True,True,チルト式液晶,585.0,134.0,100.5,67.5,2.0,3,36,,330,Bluetooth 4.2,,,,False,○,False,,○,True,,,False,2018,9,2
226,FUJIFILM X-A3 レンズキット,45258,2420,,2560,6.0,1/32000〜30 秒,3.0,104.0,410,False,True,True,チルト式液晶,290.0,116.9,66.9,40.4,3.0,2,2,,,　,,,,True,　,False,,　,False,,,False,2016,11,2
227,LUMIX DC-GH5M 標準ズームレンズキット,212095,2033,,10,12.0,1/16000〜60 秒,3.2,162.0,410,True,True,True,フリーアングル,645.0,138.5,98.1,87.4,4.0,6,29,,400,Bluetooth 4.2,,,,True,○,False,,○,True,,,False,2017,3,2
228,LUMIX DMC-GX7MK2 ボディ,48859,1600,,10,40.0,1/16000〜60 秒,3.0,104.0,　,True,True,True,チルト式,383.0,122.0,70.6,43.9,4.0,6,34,,,　,,,,False,　,False,,○,True,,,False,2016,5,2
229,EOS M10 ダブルズームキット,48800,1800,,2560,4.6,1/4000〜30 秒,3.0,104.0,255,False,True,True,チルト式液晶,265.0,108.0,66.6,35.0,3.0,4,2,,,　,,,,True,　,False,,　,False,,,False,2015,10,2
