,name,price,pixel,min_iso,max_iso,continuous_shooting_performance,shutter_speed,monitor_size,monitor_pixel,max_num_of_shooting,four_k,wifi,touch_panel,move_panel,weight,width,height,depth,frame_id,maker_id,finder_id,f_value,max_num_of_shooting_with_finder,bluetooth,zoom,min_focus,max_focus,selfie,waterproof,gps,nearest_shot,anti_shake,five_axis_anti_shake,nearest_shot_with_macro_mode,f_value_wide,super_wide,open_year,open_month,camera_type_id
15,サイバーショット DSC-RX10M4,155437,2010,100,2560,24.0,30〜1/32000 秒,3.0,144.0,400 ,True,True,True,チルト液晶,1095.0,132.5,94.0,145.0,5.0,1,5,2.4,,　,25,24,600,False,　,False,3.0,光学式,,,4,False,2017,10,1
16,サイバーショット DSC-RX100M5A,83963,2010,125,2560,24.0,30〜1/32000 秒,3.0,122.8,220 ,True,True,False,チルト液晶,299.0,101.6,58.1,41.0,5.0,1,1,1.8,,　,3,24,70,True,　,False,5.0,光学式,,,2.8,False,2018,7,1
17,LUMIX DMC-TX1,47800,2010,125,2560,60.0,60〜1/16000 秒,3.0,104.0,300 ,True,True,True,,310.0,110.5,64.5,44.3,5.0,6,8,2.8,,　,10,25,250,False,　,False,50.0,光学式,,5.0,5.9,False,2016,3,1
18,PowerShot G9 X Mark II,41700,2010,125,12800,8.1,1〜1/2000 秒,3.0,104.0,235 ,False,True,True,,206.0,98.0,57.9,31.3,5.0,4,2,2,,○,3,28,84,False,　,False,5.0,光学式,,5.0,4.9,False,2017,2,1
19,PowerShot SX730 HS,29900,2030,80,3200,5.9,1〜1/3200 秒,3.0,92.2,250 ,False,True,False,チルト液晶,300.0,110.1,63.8,39.9,6.0,4,2,3.3,,○,40,24,960,True,　,False,1.0,光学式,,1.0,6.9,False,2017,5,1
20,PowerShot SX740 HS,41979,2030,100,3200,,1〜1/3200 秒,3.0,92.2,265 ,True,True,False,チルト液晶,299.0,110.1,63.8,39.9,6.0,4,2,3.3,,○,40,24,960,True,　,False,1.0,光学式,,1.0,6.9,False,2018,8,1
21,COOLPIX W300,27599,1605,125,6400,120.0,1〜1/1500 秒,3.0,92.0,280 ,True,True,False,,231.0,111.5,66.0,29.0,6.0,3,2,2.8,,○,5,24,120,False,30 m,True,50.0,レンズシフト方式/電子式,,1.0,4.9,False,2017,6,1
22,サイバーショット DSC-WX500,33270,1820,80,1280,10.0,1〜1/2000 秒,3.0,92.1,400 ,False,True,False,チルト液晶,236.0,101.6,58.1,35.5,6.0,1,2,3.5,,　,30,24,720,True,　,False,5.0,光学式,,,6.4,False,2015,6,1
23,COOLPIX B500,20769,1602,125,6400,120.0,1〜1/1500 秒,3.0,92.0,600 ,False,True,False,チルト液晶,542.0,113.5,78.3,94.9,6.0,3,2,3,,○,40,22.5,900,False,　,False,30.0,レンズシフト方式,,1.0,6.5,False,2016,5,1
24,COOLPIX A10,6799,1614,80,1600,1.2,1〜1/2000 秒,2.7,23.0,200 ,False,False,False,,160.0,96.4,59.4,28.9,6.0,3,2,3.2,,　,5,26,130,False,　,False,50.0,　,,10.0,6.5,False,2016,1,1
25,COOLPIX P900,47324,1605,100,12800,120.0,1〜1/4000 秒,3.0,92.0,360 ,False,True,False,バリアングル液晶,899.0,139.5,103.2,137.4,6.0,3,9,2.8,,　,83,24,2000,False,　,True,50.0,レンズシフト方式,,1.0,6.5,False,2015,3,1
26,COOLPIX A100,7990,2005,80,3200,1.1,1〜1/2000 秒,2.7,23.0,250 ,False,False,False,,119.0,94.5,58.6,19.8,6.0,3,2,3.2,,　,5,26,130,False,　,False,50.0,　,,10.0,6.5,False,2016,1,1
27,サイバーショット DSC-WX350,21080,1820,80,1280,10.0,1〜1/1600 秒,3.0,46.0,470 ,False,True,False,,164.0,96.0,54.9,25.7,6.0,1,2,3.5,,　,20,25,500,False,　,False,5.0,光学式,,,6.5,False,2014,3,1
28,COOLPIX W100,11540,1317,125,1600,4.7,1〜1/2000 秒,2.7,23.0,220 ,False,True,False,,177.0,109.5,67.0,38.0,5.0,3,2,3.3,,○,3,30,90,False,10 m,False,5.0,　,,5.0,5.9,False,2016,10,1
29,LUMIX DC-TZ90,33320,2030,80,640,10.0,4〜1/16000 秒,3.0,104.0,380 ,True,True,True,チルト液晶,322.0,112.0,67.3,41.2,6.0,6,6,3.3,,　,30,24,720,True,　,False,50.0,光学式,,3.0,6.4,False,2017,6,1
30,GR II,59356,1620,100,25600,4.0,300〜1/4000 秒,3.0,123.0,320 ,False,True,False,,251.0,117.0,62.8,34.7,3.0,7,2,2.8,,　,,28,28,False,　,False,30.0,　,,10.0,2.8,False,2015,7,1
31,サイバーショット DSC-RX0,65574,1530,125,2560,16.0,1/4〜1/32000 秒,1.5,23.0,240 ,False,False,False,,110.0,59.0,40.5,29.8,5.0,1,2,4,,　,,24,24,False,10 m,False,50.0,　,,,4,False,2017,10,1
32,サイバーショット DSC-HX90V,41180,1820,80,1280,10.0,1〜1/2000 秒,3.0,92.1,390 ,False,True,False,チルト液晶,245.0,102.0,58.1,35.5,6.0,1,11,3.5,,　,30,24,720,True,　,True,5.0,光学式,,,6.4,False,2015,6,1
33,LUMIX DC-TX2,83800,2010,125,2560,10.0,60〜1/16000 秒,3.0,124.0,370 ,True,True,True,,340.0,111.2,66.4,45.2,5.0,6,10,3.3,,○,15,24,360,False,　,False,50.0,光学式,,3.0,6.4,False,2018,3,1
34,LUMIX DMC-FZ300,41570,1210,100,6400,60.0,60〜1/4000 秒,3.0,104.0,380 ,True,True,True,バリアングル液晶,691.0,131.6,91.5,117.1,6.0,6,12,2.8,,　,24,25,600,False,　,False,30.0,光学式,,1.0,2.8,False,2015,9,1
35,IXY 650,15392,2020,80,3200,7.2,1〜1/2000 秒,3.0,46.1,180 ,False,True,False,,147.0,99.6,58.0,22.8,6.0,4,2,3.6,,　,12,25,300,False,　,False,1.0,光学式,,1.0,7,False,2016,5,1
36,RICOH WG-50,27099,1600,125,6400,,1/4〜1/4000 秒,2.7,23.0,300 ,False,False,False,,193.0,122.5,61.5,29.5,6.0,7,2,3.5,,　,5,28,140,False,14 m,False,50.0,電子式,,10.0,5.5,False,2017,6,1
37,FinePix XP130,19680,1640,100,6400,60.0,1/4〜1/2000 秒,3.0,92.0,240 ,False,True,False,,207.0,109.6,71.0,27.8,6.0,2,2,3.9,,○,5,28,140,False,20 m,False,60.0,CMOSシフト方式,,9.0,4.9,False,2018,2,1
38,IXY 200,10428,2000,100,1600,0.8,1〜1/2000 秒,2.7,23.0,210 ,False,False,False,,126.0,95.2,54.3,22.1,6.0,4,2,3.2,,　,8,28,224,False,　,False,1.0,　,,1.0,6.9,False,2017,2,1
39,IXY 210,13640,2000,100,1600,0.8,1〜1/2000 秒,2.7,23.0,190 ,False,True,False,,137.0,95.3,56.8,23.6,6.0,4,2,3,,　,10,24,240,False,　,False,1.0,光学式,,1.0,6.9,False,2017,2,1
40,LEICA C-LUX,141580,2010,125,2500,10.0,60〜1/16000 秒,3.0,124.0,370 ,True,True,True,,340.0,113.0,67.0,46.0,5.0,8,13,3.3,,○,15,24,360,False,　,False,50.0,光学式,,3.0,6.4,False,2018,7,1
41,サイバーショット DSC-W830,13080,2010,80,3200,0.8,1〜1/1600 秒,2.7,23.0,210 ,False,False,False,,120.0,93.1,52.5,22.5,6.0,1,2,3.3,,　,8,25,200,False,　,False,5.0,光学式,,,6.3,False,2017,10,1
42,PowerShot SX60 HS,38999,1610,100,640,6.4,1〜1/2000 秒,3.0,92.2,340 ,False,True,False,バリアングル液晶,650.0,127.6,92.6,114.3,6.0,4,14,3.4,,　,65,21,1365,False,　,False,0.0,光学式,,0.0,6.5,False,2014,10,1
43,サイバーショット DSC-RX100M4,68015,2010,125,2560,16.0,30〜1/32000 秒,3.0,122.8,280 ,True,True,False,チルト液晶,298.0,101.6,58.1,41.0,5.0,1,16,1.8,,　,3,24,70,True,　,False,5.0,光学式,,,2.8,False,2015,7,1
44,HIGH SPEED EXILIM EX-ZR70,22800,1610,80,2560,30.0,1/4〜1/1000 秒,3.0,92.1,280 ,False,True,False,チルト液晶,202.0,99.6,59.5,25.0,6.0,9,2,3.5,,○,10,25,250,True,　,False,5.0,レンズシフト方式,,5.0,6.5,False,2016,12,1
45,PowerShot G1 X Mark III,98250,2420,100,25600,,1〜1/2000 秒,3.0,104.0,200 ,False,True,True,バリアングル液晶,399.0,115.0,77.9,51.4,3.0,4,15,2.8,,○,3,24,72,True,　,False,10.0,光学式,,10.0,5.6,False,2017,11,1
46,LUMIX DMC-LX9,67000,2010,125,2560,50.0,60〜1/16000 秒,3.0,104.0,260 ,True,True,True,チルト液晶,310.0,105.5,60.0,42.0,5.0,6,2,1.4,,　,3,24,72,True,　,False,30.0,光学式,,3.0,2.8,False,2016,11,1
47,RICOH THETA SC,19800,1200,100,1600,,1/8〜1/8000 秒,,,260 ,False,True,False,,102.0,45.2,130.6,22.9,6.0,7,2,2,,　,,,,False,　,False,10.0,　,,,2,True,2016,10,1
48,PowerShot SX420 IS,17980,2000,100,1600,0.5,1〜1/4000 秒,3.0,23.0,195 ,False,True,False,,325.0,104.4,69.1,85.1,6.0,4,2,3.5,,　,42,24,1008,False,　,False,0.0,光学式,,0.0,6.6,False,2016,2,1
49,HIGH SPEED EXILIM EX-ZR1700,20209,1610,80,2560,30.0,1/4〜1/2000 秒,3.0,92.1,455 ,False,True,False,チルト液晶,242.0,108.3,61.5,33.6,6.0,9,2,3.5,,○,18,25,450,True,　,False,4.0,レンズシフト方式,,4.0,5.9,False,2016,2,1
50,EXILIM EX-ZS260,11800,1610,100,1600,,1/2〜1/2000 秒,3.0,46.0,175 ,False,False,False,,179.0,104.5,61.9,26.4,6.0,9,2,3.1,,　,12,24,288,False,　,False,3.0,レンズシフト方式,,3.0,6.3,False,2018,3,1
51,FinePix XP120,18000,1640,100,6400,60.0,1/4〜1/2000 秒,3.0,92.0,210 ,False,True,False,,203.0,109.6,71.0,27.8,6.0,2,2,3.9,,　,5,28,140,False,20 m,False,60.0,CMOSシフト方式,,9.0,4.9,False,2017,2,1
52,サイバーショット DSC-RX1RM2,284679,4240,100,10240,5.0,30〜1/4000 秒,3.0,122.8,220 ,False,True,False,チルト液晶,507.0,113.3,65.4,72.0,2.0,1,16,2,,　,,35,35,False,　,False,30.0,　,,20.0,2,False,2016,2,1
53,HIGH SPEED EXILIM EX-ZR3100,24980,1210,80,2560,30.0,1/4〜1/1600 秒,3.0,92.1,425 ,False,True,False,チルト液晶,249.0,108.3,61.5,36.7,8.0,9,2,2.8,,○,12,25,300,True,　,False,6.0,レンズシフト方式,,6.0,6.3,False,2016,3,1
54,サイバーショット DSC-RX10M3,107792,2010,100,2560,14.0,30〜1/32000 秒,3.0,122.8,420 ,True,True,False,チルト液晶,1095.0,132.5,94.0,127.4,5.0,1,16,2.4,,　,25,24,600,False,　,False,3.0,光学式,,,4,False,2016,5,1
55,PowerShot SX530 HS,24800,1600,100,3200,10.0,1〜1/2000 秒,3.0,46.1,210 ,False,True,False,,442.0,120.0,81.7,91.9,6.0,4,2,3.4,,　,50,24,1200,False,　,False,0.0,光学式,,0.0,6.5,False,2015,2,1
56,PowerShot SX430 IS,23980,2000,100,1600,0.5,1〜1/4000 秒,3.0,23.0,195 ,False,True,False,,323.0,104.4,69.1,85.1,6.0,4,2,3.5,,　,45,24,1080,False,　,False,0.0,光学式,,0.0,6.8,False,2017,2,1
57,PowerShot G5 X,65800,2020,125,12800,5.9,1〜1/2000 秒,3.0,104.0,210 ,False,True,True,バリアングル液晶,377.0,112.4,76.4,44.2,5.0,4,15,1.8,,　,4,24,100,True,　,False,5.0,光学式,,5.0,2.8,False,2015,10,1
58,HIGH SPEED EXILIM EX-ZR1800,31980,1610,80,2560,30.0,1/4〜1/2000 秒,3.0,92.1,455 ,False,True,False,チルト液晶,242.0,108.3,61.5,33.6,6.0,9,2,3.5,,○,18,25,450,True,　,False,4.0,レンズシフト方式,,4.0,5.9,False,2017,2,1
59,TG-5 工一郎,55000,1200,100,12800,,1/2〜1/2000 秒,3.0,46.0,340 ,True,True,False,,250.0,113.0,66.0,31.9,6.0,5,2,2,,　,4,25,100,False,15 m,True,10.0,CMOSシフト方式,,1.0,4.9,False,2017,10,1
60,サイバーショット DSC-HX60V,26798,2040,80,1280,10.0,1〜1/1600 秒,3.0,92.1,380 ,False,True,False,,272.0,108.1,63.6,38.3,6.0,1,2,3.5,,　,30,24,720,False,　,True,5.0,光学式,,,6.3,False,2014,3,1
61,サイバーショット DSC-RX100M5,84480,2010,125,2560,24.0,30〜1/32000 秒,3.0,122.8,220 ,True,True,False,チルト液晶,299.0,101.6,58.1,41.0,5.0,1,1,1.8,,　,3,24,70,True,　,False,5.0,光学式,,,2.8,False,2016,10,1
62,サイバーショット DSC-HX400V,41838,2040,80,1280,10.0,1〜1/4000 秒,3.0,92.1,380 ,False,True,False,チルト液晶,660.0,129.6,93.2,103.2,6.0,1,17,2.8,,　,50,24,1200,False,　,True,1.0,光学式,,,6.3,False,2014,4,1
63,IXY 180,9780,2000,100,1600,0.8,1〜1/2000 秒,2.7,23.0,220 ,False,False,False,,126.0,95.2,54.3,22.1,6.0,4,2,3.2,,　,8,28,224,False,　,False,1.0,　,,1.0,6.9,False,2016,2,1
64,LUMIX DC-LX100M2,111659,1700,200,10,,60〜1/16000 秒,3.0,124.0,340 ,True,True,True,,392.0,115.0,66.2,64.2,4.0,6,18,1.7,,○,3,24,75,False,　,False,50.0,光学式,,3.0,2.8,False,2018,10,1
65,RICOH THETA V,45413,1200,64,1600,,1/8〜1/25000 秒,,,300 ,True,True,False,,121.0,45.2,130.6,22.9,6.0,7,2,2,,○,,,,False,　,False,10.0,　,,,2,True,2017,9,1
66,RICOH G800,51746,1600,100,2560,,8〜1/1500 秒,3.0,92.0,400 ,False,False,False,,318.0,118.8,71.0,41.0,6.0,7,2,3.5,,　,5,28,140,False,5 m,False,30.0,電子式,,1.0,5.5,False,2014,10,1
67,LUMIX DMC-FZH1,111622,2010,125,2560,,60〜1/16000 秒,3.0,104.0,350 ,True,True,True,バリアングル液晶,966.0,137.6,101.9,134.7,5.0,6,19,2.8,,　,20,24,480,False,　,False,30.0,光学式,,3.0,4.5,False,2016,11,1
68,PowerShot G3 X,68122,2020,125,12800,5.9,1〜1/2000 秒,3.2,162.0,300 ,False,True,True,チルト液晶,733.0,123.3,76.5,105.3,5.0,4,2,2.8,,　,25,24,600,False,　,False,5.0,光学式,,5.0,5.6,False,2015,6,1
69,COOLPIX S6900,16300,1602,125,6400,120.0,1〜1/2000 秒,3.0,46.0,190 ,False,True,True,バリアングル液晶,181.0,99.4,58.0,27.9,6.0,3,2,3.3,,　,12,25,300,True,　,False,50.0,レンズシフト方式,,2.0,6.3,False,2014,10,1
70,HIGH SPEED EXILIM EX-ZR3200,35424,1210,80,2560,30.0,1/4〜1/1600 秒,3.0,92.1,425 ,False,True,False,チルト液晶,249.0,108.3,61.5,36.7,8.0,9,2,2.8,,○,12,25,300,True,　,False,6.0,レンズシフト方式,,6.0,6.3,False,2017,4,1
71,サイバーショット DSC-RX100M2,45969,2020,160,2560,10.0,1〜1/2000 秒,3.0,122.9,350 ,False,True,False,チルト液晶,281.0,101.6,58.1,38.3,5.0,1,2,1.8,,　,4,28,100,False,　,False,5.0,光学式,,,4.9,False,2013,7,1
72,EXILIM EX-FR200,19858,1195,80,3200,30.0,　,3.0,92.1,260 ,True,True,True,,238.0,60.9,154.8,46.2,6.0,9,2,2.8,,○,,13,13,True,1.5 m,False,,　,,,2.8,False,2016,9,1
73,LEICA Q Typ 116,574493,2420,100,50000,10.0,30〜1/16000 秒,3.0,104.0,　,False,True,True,,640.0,130.0,80.0,93.0,2.0,8,20,1.7,,　,,28,28,False,　,False,30.0,光学式,,17.0,1.7,False,,,1
74,EXILIM EX-FR100,21359,1020,64,3200,30.0,　,3.0,92.1,235 ,False,True,True,,214.0,60.9,154.8,38.7,6.0,9,2,2.8,,○,,16,16,True,1.5 m,False,10.0,　,,3.0,2.8,False,2015,12,1
75,COOLPIX B700,50000,2029,100,3200,120.0,1〜1/4000 秒,3.0,92.0,420 ,True,True,False,バリアングル液晶,570.0,125.0,85.0,106.5,6.0,3,22,3.3,,○,60,24,1440,False,　,False,50.0,レンズシフト方式,,1.0,6.5,False,2016,10,1
76,RICOH WG-40W,26700,1600,125,6400,,1/4〜1/4000 秒,2.7,23.0,300 ,False,True,False,,194.0,122.5,61.5,29.5,6.0,7,2,3.5,,　,5,28,140,False,14 m,False,50.0,電子式,,10.0,5.5,False,2015,10,1
77,EXILIM EX-FR100L,27680,1020,64,3200,30.0,　,3.0,92.1,235 ,False,True,True,,214.0,60.9,154.8,38.7,6.0,9,2,2.8,,○,,16,16,True,1.5 m,False,10.0,　,,3.0,2.8,False,2017,3,1
78,PowerShot G1 X Mark II,52980,1310,100,12800,5.2,1〜1/4000 秒,3.0,104.0,240 ,False,True,True,チルト液晶,553.0,116.3,74.0,66.2,9.0,4,2,2,,　,5,24,120,False,　,False,5.0,光学式,,5.0,3.9,False,2014,3,1
79,D-LUX Typ 109,159000,1280,80,2500,40.0,60〜1/16000 秒,3.0,92.1,350 ,True,True,False,,405.0,117.8,66.2,55.0,4.0,8,21,1.7,,　,3,24,75,False,　,False,50.0,光学式,,3.0,2.8,False,2014,11,1
80,EXILIM EX-ZS29,9980,1610,100,1600,,1/2〜1/2000 秒,2.7,23.0,180 ,False,False,False,,133.0,96.3,56.2,20.6,6.0,9,2,3.5,,　,6,26,156,False,　,False,5.0,　,,5.0,6.5,False,2017,3,1
81,COOLPIX A300,14969,2005,80,3200,1.1,1〜1/1500 秒,2.7,23.0,240 ,False,True,False,,119.0,95.9,58.0,20.1,6.0,3,2,3.7,,○,8,25,200,False,　,False,50.0,レンズシフト方式,,2.0,6.6,False,2016,5,1
82,DSC-Pieni,2404,131,1,0,,1/100 秒,,,　,False,False,False,,18.0,51.0,36.0,18.0,10.0,10,23,2.8,,　,,,,False,　,False,30.0,　,,,2.8,False,2016,7,1
83,EXILIM EX-ZS240,11497,1610,100,1600,,1/2〜1/2000 秒,3.0,46.0,175 ,False,False,False,,179.0,104.5,61.9,26.4,6.0,9,2,3.1,,　,12,24,288,False,　,False,3.0,レンズシフト方式,,3.0,6.3,False,2017,1,1
84,RICOH THETA S,26799,1200,100,1600,,1/8〜1/6400 秒,,,260 ,False,True,False,,125.0,44.0,130.0,22.9,6.0,7,2,2,,　,,,,False,　,False,10.0,　,,,2,True,2015,10,1
85,HIGH SPEED EXILIM EX-ZR4100,49848,1210,80,2560,30.0,1/4〜1/1600 秒,3.0,92.1,430 ,False,True,False,チルト液晶,249.0,108.3,61.5,37.7,8.0,9,2,2.7,,○,5,19,95,True,　,False,3.0,レンズシフト方式,,3.0,6.4,False,2017,8,1
86,G'z EYE GZE-1,28100,690,,,,　,,,355 ,False,True,False,,172.0,74.1,75.0,46.4,6.0,9,2,2.8,,　,,13,13,False,50 m,False,,　,,,2.8,False,2017,10,1
87,DSC PRO14,10778,1400,100,800,,1/4〜1/8000 秒,2.7,1.8,　,False,False,False,,150.0,99.0,63.0,28.0,6.0,10,2,2.8,,　,,42,42,False,3 m,False,70.0,　,,13.0,2.8,False,2016,11,1
88,サイバーショット DSC-RX10M2,104664,2020,100,2560,14.0,30〜1/32000 秒,3.0,122.8,400 ,True,True,False,チルト液晶,813.0,129.0,88.1,102.2,5.0,1,16,2.8,,　,8,24,200,False,　,False,3.0,光学式,,,2.8,False,2015,8,1
89,COOLPIX AW130,41800,1605,125,6400,120.0,1〜1/1500 秒,,,370 ,False,True,False,,221.0,110.4,66.0,26.8,6.0,3,2,2.8,,　,5,24,120,False,30 m,True,50.0,レンズシフト方式/電子式,,1.0,4.9,False,2015,3,1
90,EXILIM EX-FR10,16800,1400,,,,　,2.0,23.0,255 ,False,True,True,,175.0,60.9,153.1,34.2,6.0,9,2,2.8,,　,,21,21,True,1 m,False,10.0,　,,,2.8,False,2014,9,1
91,サイバーショット DSC-RX1R,191168,2430,100,10240,5.0,30〜1/4000 秒,3.0,122.9,270 ,False,False,False,,482.0,113.3,65.4,69.6,2.0,1,2,2,,　,,35,35,False,　,False,,　,,20.0,2,False,2013,7,1
92,FUJIFILM X100T,82000,1630,200,5120,6.0,4〜1/32000 秒,3.0,104.0,330 ,False,True,False,,440.0,126.5,74.4,52.4,3.0,2,7,2,,　,,35,35,False,　,False,50.0,　,,10.0,2,False,2014,11,1
93,LUMIX DC-FT7,52854,2040,80,640,10.0,4〜1/16000 秒,3.0,104.0,300 ,True,True,False,,319.0,116.7,76.1,37.3,6.0,6,6,3.3,,　,5,28,128,False,31 m,False,30.0,光学式,,5.0,5.9,False,2018,10,1
94,DSC1480DW,6780,1400,100,800,,1/4〜1/8000 秒,2.7,1.8,　,False,False,False,,150.0,99.0,63.0,28.0,6.0,10,2,2.8,,　,,42,42,False,3 m,False,70.0,　,,13.0,2.8,False,2015,8,1
95,IXY 190,13584,2000,100,1600,0.8,1〜1/2000 秒,2.7,23.0,190 ,False,True,False,,138.0,95.3,56.8,23.6,6.0,4,2,3,,　,10,24,240,False,　,False,1.0,光学式,,1.0,6.9,False,2016,2,1
96,SIGMA dp0 Quattro,84900,2900,100,6400,4.5,30〜1/2000 秒,3.0,92.0,200 ,False,False,False,,500.0,161.4,67.0,126.0,3.0,13,2,4,,　,,21,21,False,　,False,18.0,　,,,4,False,2015,7,1
97,SIGMA dp3 Quattro,84780,2900,100,6400,,30〜1/2000 秒,3.0,92.0,200 ,False,False,False,,465.0,161.4,67.0,101.8,3.0,13,2,2.8,,　,,75,75,False,　,False,6.0,　,,,2.8,False,2015,3,1
98,サイバーショット DSC-RX1,195982,2430,100,10240,5.0,30〜1/4000 秒,3.0,122.9,270 ,False,False,False,,482.0,113.3,65.4,69.6,2.0,1,2,2,,　,,35,35,False,　,False,,　,,,2,False,2012,11,1
99,RICOH THETA m15,15800,,100,1600,,1/7.5〜1/8000 秒,,,200 ,False,True,False,,95.0,42.0,129.0,22.8,14.0,7,2,　,,　,,,,False,　,False,10.0,　,,,　,True,2014,11,1
100,COOLPIX L840,32800,1602,125,6400,120.0,1〜1/1500 秒,3.0,92.0,590 ,False,True,False,チルト液晶,538.0,113.5,78.3,96.0,6.0,3,2,3,,　,38,22.5,855,False,　,False,30.0,レンズシフト方式,,1.0,6.5,False,,,1
101,OMNI shot OCAM-VRW01BK,26908,,32,0,,1/4〜1/8000 秒,,,130 ,True,True,False,,76.0,35.0,97.0,34.8,6.0,11,2,2,,○,,14,14,False,　,False,10.0,　,,,2,True,2017,12,1
102,GR II Premium Kit,111800,1620,100,25600,4.0,300〜1/4000 秒,3.0,123.0,320 ,False,True,False,,251.0,117.0,62.8,34.7,3.0,7,2,2.8,,　,,28,28,False,　,False,30.0,　,,10.0,2.8,False,2015,10,1
103,OLYMPUS STYLUS SH-3,39800,1600,125,6400,60.0,1/4〜1/2000 秒,3.0,46.0,380 ,True,True,True,,271.0,108.8,63.2,42.4,6.0,5,2,3,,　,24,25,600,False,　,False,10.0,CMOSシフト方式,,,6.9,False,2016,2,1
104,PowerShot SX710 HS,28800,2030,80,3200,6.0,1〜1/3200 秒,3.0,92.2,230 ,False,True,False,,269.0,112.7,65.8,34.8,6.0,4,2,3.2,,　,30,25,750,False,　,False,1.0,光学式,,1.0,6.9,False,2015,2,1
105,SIGMA dp2 Quattro,84000,2900,100,6400,4.5,30〜1/2000 秒,3.0,92.0,200 ,False,False,False,,410.0,161.4,67.0,81.6,3.0,13,2,2.8,,　,,45,45,False,　,False,28.0,　,,,2.8,False,2014,6,1
106,HIGH SPEED EXILIM EX-100F,80869,1210,80,2560,60.0,1/2〜1/2000 秒,3.5,92.1,390 ,False,True,False,チルト液晶,390.0,119.9,67.9,50.5,8.0,9,2,2.8,,　,11,28,300,True,　,False,10.0,レンズシフト方式,,5.0,2.8,False,2015,8,1
107,IXY 160,11800,2000,100,1600,0.8,1〜1/2000 秒,2.7,23.0,200 ,False,False,False,,128.0,95.2,54.3,22.1,6.0,4,2,3.2,,　,8,28,224,False,　,False,1.0,光学式,,1.0,6.9,False,2015,7,1
108,JOY500C3,6580,,,,,1/2〜1/2000 秒,,,　,False,False,False,,115.0,98.4,74.3,28.1,13.0,14,2,2.8,,　,,,,False,3 m,False,150.0,　,,,2.8,False,2017,4,1
109,PIXPRO WP1,14785,,,,,　,,,190 ,False,False,False,,130.0,107.1,59.8,28.0,14.0,12,2,　,,　,,,,False,5 m,False,60.0,　,,,　,False,2015,4,1
110,FinePix S8600,25799,1600,100,6400,8.0,1/4〜1/1500 秒,3.0,46.0,250 ,False,False,False,,450.0,121.3,80.8,64.6,6.0,2,2,2.9,,　,36,25,900,False,　,False,40.0,レンズシフト方式,,7.0,6.9,False,2014,2,1
111,HIGH SPEED EXILIM EX-SA10 GSET,42106,1020,,,30.0,　,,,285 ,False,True,False,,111.0,60.9,69.3,38.7,6.0,9,2,2.8,,　,,16,16,False,1.5 m,False,10.0,　,,,2.8,False,2016,6,1
112,PIXPRO FZ152,16740,1615,80,1600,,4〜1/2000 秒,3.0,23.0,210 ,False,False,False,,185.0,108.4,69.9,32.8,6.0,12,2,3.3,,　,15,24,360,False,　,False,60.0,　,,3.0,5.9,False,,,1
113,V-LUX Typ 114,174400,2010,80,2500,50.0,60〜1/4000 秒,3.0,92.1,　,True,True,False,バリアングル液晶,830.0,137.0,98.5,130.7,5.0,8,24,2.8,,　,16,25,400,False,　,False,30.0,　,,3.0,4,False,2014,10,1
114,サイバーショット DSC-W810,12500,2010,100,3200,0.52,1〜1/1500 秒,2.7,23.0,200 ,False,False,False,,127.0,96.8,55.5,20.9,6.0,1,2,3.5,,　,6,26,156,False,　,False,5.0,電子式,,,6.5,False,2014,3,1
115,COOLPIX S2900,15255,2005,80,3200,1.1,1〜1/2000 秒,2.7,23.0,250 ,False,False,False,,119.0,94.5,58.6,19.8,6.0,3,2,3.2,,　,5,26,130,False,　,False,50.0,　,,10.0,6.5,False,2015,2,1
116,OLYMPUS STYLUS SH-2,39980,1600,125,6400,60.0,1/4〜1/2000 秒,3.0,46.0,380 ,False,True,True,,271.0,108.8,63.2,42.4,6.0,5,2,3,,　,24,25,600,False,　,False,10.0,CMOSシフト方式,,,6.9,False,2015,4,1
117,PowerShot G3 X EVF KIT,106165,2020,125,12800,5.9,1〜1/2000 秒,3.2,162.0,300 ,False,True,True,チルト液晶,733.0,123.3,76.5,105.3,5.0,4,2,2.8,,　,25,24,600,False,　,False,5.0,光学式,,5.0,5.6,False,,,1
118,PowerShot G9 X,52614,2020,125,12800,6.0,1〜1/2000 秒,3.0,104.0,220 ,False,True,True,,209.0,98.0,57.9,30.8,5.0,4,2,2,,　,3,28,84,False,　,False,5.0,光学式,,5.0,4.9,False,2015,10,1
119,SIGMA dp1 Quattro,74100,2900,100,6400,,30〜1/2000 秒,3.0,92.0,200 ,False,False,False,,425.0,161.4,67.0,87.1,3.0,13,2,2.8,,　,,28,28,False,　,False,20.0,　,,,2.8,False,2014,10,1
120,COOLPIX S9400,21660,1811,125,320,7.5,1〜1/1500 秒,,,230 ,False,False,False,,200.0,110.1,60.3,30.7,6.0,3,2,3.4,,　,18,25,450,False,　,False,50.0,レンズシフト方式/電子式,,1.0,6.3,False,2013,2,1
121,EXILIM EX-ZS28,10200,1610,100,1600,,1/2〜1/2000 秒,2.7,23.0,180 ,False,False,False,,133.0,96.3,56.2,20.6,6.0,9,2,3.5,,　,6,26,156,False,　,False,5.0,　,,5.0,6.5,False,2016,2,1
